date,'3m',abbott_laboratories,abbvie,abiomed,accenture,activision_blizzard,adobe,advanced_micro_devices,advance_auto_parts,aes_corp,aflac,agilent_technologies,air_products_and_chemicals,akamai_technologies,alaska_air_group,albemarle_corporation,align_technology,all_egion,all_iant_energy,all_state_corp,alphabet_class_c,altria_group,amazon,amcor,american_airlines_group,american_electric_power,american_express,american_international_group,american_tower,american_water_works,ameriprise_financial,amerisourcebergen,ametek,amgen,amphenol,analog_devices,ansys,anthem,aon,a_o_smith,apple,applied_materials,aptiv,adm,arista_networks,assurant,atandt,atmos_energy,autodesk,automatic_data_processing,autozone,avalonbay_communities,avery_dennison,baker_hughes,ball__corp,bank_of_america,baxter_international,becton_dickinson,berkshire_hathaway,best_buy,bio_rad_laboratories,biogen,blackrock,bny_mellon,boeing,booking_holdings,borgwarner,boston_properties,boston_scientific,bristol_myers_squibb,broadcom,broadridge_financial_solutions,brown_and_brown,cadence_design_systems,caesars_entertainment,campbell_soup,capital_one_financial,cardinal_health,carmax,carnival_corporation,carrier_global,catalent,caterpillar,cbre,cdw,celanese,centene_corporation,centerpoint_energy,ceridian,cerner,cf_industries,charles_river_laboratories,charter_communications,chevron_corporation,chipotle_mexican_grill,chubb,church_and_dwight,cigna,cincinnati_financial,cisco_systems,citigroup,citizens_financial_group,citrix_systems,clorox,cme_group,cms_energy,coca_cola_company,cognizant_technology_solutions,colgate_palmolive,comcast,comerica,conagra_brands,conocophillips,consolidated_edison,constellation_brands,the_cooper_companies,copart,corning,corteva,costco,crown_castle,csx,cummins,cvs_health,danaher_corporation,darden_restaurants,davita,delta_air_lines,dentsply_sirona,devon_energy,dexcom,diamondback_energy,digital_realty_trust,discover_financial_services,discovery_series_a,dish_network,dollar_general,dollar_tree,dominion_energy,dominos_pizza,dover_corporation,dow,dte_energy,duke_energy,dupont,dxc_technology,eastman_chemical,eaton_corporation,ebay,ecolab,edison_international,edwards_lifesciences,electronic_arts,enphase_energy,entergy,eog_resources,equifax,equinix,equity_residential,essex_property_trust,estée_lauder_companies,etsy,evergy,eversource_energy,everest_re,exelon,expedia_group,expeditors,extra_space_storage,exxonmobil,f5_networks,facebook,fastenal,federal_realty_investment_trust,fedex,fidelity_national_information_services,fifth_third_bancorp,firstenergy,first_republic_bank,fiserv,fleetcor,fmc_corporation,ford,fortinet,fortive,franklin_resources,freeport_mcmoran,gap,garmin,gartner,general_dynamics,general_electric,general_mills,general_motors,genuine_parts,gilead_sciences,globe_life,global_payments,goldman_sachs,hall_iburton,hanesbrands,the_hartford,hasbro,hca_healthcare,henry_schein,the_hershey_company,hess_corporation,hewlett_packard_enterprise,hilton_worldwide,hologic,home_depot,honeywell,hormel,howmet_aerospace,hp,humana,huntington_bancshares,huntington_ingall_s_industries,idex_corporation,idexx_laboratories,ihs_markit,illinois_tool_works,illumina,incyte,ingersoll_rand,intel,intercontinental_exchange,ibm,international_paper,interpublic_group,international_flavors_and_fragrances,intuit,intuitive_surgical,invesco,ipg_photonics,iqvia,iron_mountain,jacobs_engineering_group,j_b_hunt,jm_smucker,johnson_and_johnson,johnson_controls,jpmorgan_chase,juniper_networks,kansas_city_southern,kelloggs,keycorp,keysight_technologies,kimberly_clark,kimco_realty,kinder_morgan,kla_corporation,kraft_heinz,kroger,l3harris_technologies,labcorp,lam_research,lamb_weston,las_vegas_sands,leggett_and_platt,leidos,lennar,eli_lilly_and_co,lincoln_national,linde,live_nation_entertainment,lkq_corporation,lockheed_martin,loews_corporation,lowes,lumen_technologies,lyondellbasell,mandt_bank,marathon_oil,marathon_petroleum,marketaxess,marriott_international,marsh_and_mclennan,martin_marietta_materials,masco,mastercard,match_group,mccormick_and_company,mcdonalds,mckesson_corporation,medtronic,merck_and_co,metlife,mettler_toledo,mgm_resorts_international,microchip_technology,micron_technology,microsoft,moderna,mohawk_industries,mondelez_international,monolithic_power_systems,monster_beverage,moodys_corporation,morgan_stanley,motorola_solutions,msci,nasdaq,netapp,netflix,newell_brands,newmont,nextera_energy,nielsen_holdings,nike,nisource,norfolk_southern,northern_trust,northrop_grumman,nortonlifelock,norwegian_cruise_line_holdings,nrg_energy,nucor,nvidia,nvr,nxp,oreilly_automotive,occidental_petroleum,old_dominion_freight_line,omnicom_group,oneok,oracle,otis_worldwide,paccar,packaging_corporation_of_america,paychex,paycom,paypal,penn_national_gaming,pentair,peoples_united_financial,pepsico,perkinelmer,pfizer,philip_morris_international,phillips_66,pioneer_natural_resources,pnc_financial_services,pool_corporation,ppg_industries,ppl,principal_financial_group,procter_and_gamble,progressive_corporation,prologis,prudential_financial,ptc,public_service_enterprise_group,public_storage,pultegroup,pvh,qorvo,quanta_services,qualcomm,quest_diagnostics,ralph_lauren_corporation,raymond_james_financial,raytheon_technologies,realty_income_corporation,regency_centers,regeneron_pharmaceuticals,regions_financial_corporation,republic_services,resmed,robert_half_international,rockwell_automation,rollins,roper_technologies,ross_stores,royal_caribbean_group,sandp_global,salesforce,sba_communications,schlumberger,seagate_technology,sealed_air,sempra_energy,servicenow,sherwin_williams,simon_property_group,skyworks_solutions,snap_on,southern_company,southwest_airlines,stanley_black_and_decker,starbucks,state_street_corporation,steris,stryker_corporation,svb_financial,synchrony_financial,synopsys,sysco,t_mobile_us,t_rowe_price,take_two_interactive,tapestry,target_corporation,te_connectivity,teledyne_technologies,teleflex,teradyne,tesla,texas_instruments,textron,thermo_fisher_scientific,tjx_companies,tractor_supply_company,trane_technologies,transdigm_group,the_travelers_companies,trimble,truist_financial,twitter,tyler_technologies,tyson_foods,udr,ulta_beauty,us_bancorp,union_pacific,united_airlines,unitedhealth_group,united_parcel_service,united_rentals,universal_health_services,valero_energy,ventas,verisign,verisk_analytics,verizon_communications,vertex_pharmaceuticals,vf_corporation,viacomcbs,viatris,visa,vornado_realty_trust,vulcan_materials,wabtec,walmart,walgreens_boots_all_iance,the_walt_disney_company,waste_management,waters_corporation,wec_energy_group,wells_fargo,welltower,west_pharmaceutical_services,western_digital,western_union,westrock,weyerhaeuser,whirlpool_corporation,williams_companies,willis_towers_watson,wynn_resorts,xcel_energy,xilinx,xylem,zebra_technologies,zimmer_biomet,zoetis
2020-12-06,5,0,0,0,31,0,79,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,33,0,0,0,60,0,0,0,0,0,0,44,0,0,0,4,35,0,37,0,0,0,0,0,7,0,73,0,12,0,0,13,0,17,0,0,0,55,0,9,8,43,3,0,0,0,0,0,23,0,0,0,0,37,0,0,36,0,0,0,21,23,0,0,0,32,0,0,0,0,0,0,0,0,0,23,0,0,19,0,0,25,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,37,0,0,24,36,100,0,0,0,0,0,0,0,0,0,0,23,18,23,0,19,0,9,0,0,11,32,0,0,68,94,0,0,0,0,0,67,0,31,0,0,0,0,32,0,100,0,0,0,0,35,0,22,0,0,55,0,0,0,0,29,0,0,35,0,0,0,0,30,9,0,0,32,0,13,0,0,0,43,55,0,0,30,0,0,0,0,0,0,0,0,14,16,0,0,57,0,0,0,0,0,25,0,0,98,0,22,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,24,0,0,0,0,0,0,0,0,0,0,16,0,0,36,0,0,0,20,0,0,0,0,17,53,0,0,0,0,0,95,0,21,67,0,81,0,0,21,0,14,0,0,20,27,0,0,47,94,32,0,12,100,43,0,0,0,46,0,0,0,0,0,28,0,0,0,9,0,79,39,0,0,0,0,0,27,0,31,0,0,0,0,0,0,0,0,0,0,11,44,0,0,35,0,0,0,0,0,49,0,0,17,0,0,0,25,37,0,28,0,0,0,0,100,0,0,0,0,0,0,26,0,0,93,0,0,0,0,0,0,0,36,0,0,0,0,0,59,0,0,97,0,0,0,0,0,0,0,50,0,27,0,0,0,34,2,0,0,0,0,0,63,0,0,10,0,0,0,0,37,0,0,0,37,0,51,47,0,0,25,0,0,27,13,47,0,0,0,36,0,0,0,0,0,0,89
2020-12-13,11,17,45,0,11,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,25,0,0,0,0,0,0,0,0,0,49,8,92,0,29,0,0,21,0,0,10,0,26,0,13,0,0,0,0,44,0,0,19,100,0,0,25,0,5,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,55,11,0,0,0,0,0,0,0,0,0,0,0,0,23,0,49,0,0,20,0,0,26,0,0,0,0,0,5,0,0,0,0,21,0,0,24,0,36,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,25,0,49,0,0,0,7,0,0,6,34,0,0,27,0,0,0,31,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,36,0,20,0,0,36,0,0,0,0,0,0,0,35,80,0,0,0,55,12,20,0,25,0,13,0,12,35,0,41,0,0,0,23,0,0,0,0,55,0,95,43,34,49,0,64,0,0,0,0,0,0,0,0,0,0,17,0,26,0,59,0,0,0,64,0,47,0,0,0,0,5,27,0,0,0,0,0,0,57,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,46,0,0,39,0,8,58,0,0,0,0,0,0,0,0,79,25,0,0,47,0,0,0,21,0,0,0,31,22,84,0,0,0,0,0,10,0,22,50,46,57,0,0,22,0,23,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,20,0,0,0,0,0,45,32,0,0,5,0,55,0,0,0,0,0,0,28,0,0,0,0,0,15,0,0,0,37,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,29,0,0,0,26,0,0,0,0,0,2,0,12,0,100,0,0,0,0,0,0,97,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,71,0,29,0,0,0,36,3,49,0,0,0,0,44,0,0,0,0,0,0,0,28,0,0,0,48,0,0,16,0,0,15,0,0,0,0,0,0,0,0,37,0,0,0,54,0,0,0
2020-12-20,30,0,0,0,24,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,56,0,0,0,0,0,0,0,0,0,0,7,41,0,48,0,0,23,0,0,16,0,0,0,0,0,0,0,0,39,0,0,22,60,0,0,18,0,9,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,24,14,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,31,0,0,0,0,54,0,0,0,0,15,0,0,37,0,0,0,0,26,0,61,0,0,29,42,0,0,0,0,0,0,0,0,0,0,0,27,0,27,0,22,0,17,0,0,3,0,0,0,45,0,0,0,69,28,0,0,0,0,100,0,0,30,0,0,0,0,0,0,0,20,0,21,0,0,40,0,0,0,0,0,0,0,29,0,0,0,0,53,13,0,0,0,0,0,0,13,0,100,19,0,0,0,0,0,0,0,0,0,0,0,48,19,0,0,69,16,0,0,0,0,0,0,0,57,0,31,0,26,48,0,0,35,0,0,100,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,100,4,30,0,0,0,0,0,0,50,36,0,0,0,0,0,15,0,28,66,0,0,0,0,0,0,0,0,0,9,37,0,15,0,24,0,24,0,0,0,35,11,80,0,0,0,0,0,0,0,36,39,0,73,0,0,48,0,23,0,0,0,0,0,0,0,0,37,0,13,0,0,0,0,0,18,0,0,0,0,0,61,0,0,0,5,0,32,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,13,0,0,0,40,0,0,0,0,0,0,0,0,49,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,19,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,54,0,37,0,0,0,0,0,0,0,0,60,0,0,0,0,0,40,1,0,0,0,0,0,37,0,0,0,0,0,0,40,27,0,0,0,49,0,0,18,0,0,12,0,0,32,16,0,0,0,0,0,0,0,24,0,0,0,0
2020-12-27,6,19,0,0,23,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,13,0,0,0,0,0,0,0,0,0,0,2,20,0,38,0,0,0,0,0,18,0,0,0,0,0,0,0,0,38,0,0,10,57,0,0,0,0,5,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,28,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,10,0,0,14,0,0,0,0,0,0,36,0,0,0,0,0,52,40,26,18,43,0,8,0,0,12,36,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,24,0,0,19,0,0,0,0,0,0,0,23,43,0,0,0,42,2,21,0,9,27,14,0,13,0,0,18,0,0,0,25,0,0,0,0,0,0,0,53,0,52,0,42,45,0,0,0,0,0,0,0,0,0,32,0,17,0,0,0,34,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,58,0,0,0,0,0,0,0,16,0,0,0,0,27,63,60,0,0,0,0,0,0,0,0,18,0,0,68,0,23,0,23,0,0,0,0,46,64,0,0,0,0,0,21,0,12,21,50,99,0,34,0,0,19,0,0,0,0,0,0,0,0,42,0,13,0,0,0,0,0,9,0,0,0,0,0,42,35,0,0,0,0,32,0,0,0,0,0,0,30,0,0,0,0,0,16,0,0,0,0,0,0,18,49,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,59,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,35,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,1,0,0,0,0,0,47,0,0,0,0,0,27,38,35,0,0,0,52,0,0,53,0,0,20,0,0,0,15,0,0,0,0,40,0,0,0,0,44,0,0
2021-01-03,10,0,20,0,29,13,58,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,33,0,0,0,0,45,0,0,0,0,44,2,0,0,26,30,0,19,0,0,5,0,0,0,0,0,0,0,0,55,0,0,0,21,0,17,51,0,14,35,0,0,0,38,11,0,0,0,0,0,0,100,34,100,0,0,39,11,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,25,18,0,0,0,43,0,0,0,90,12,0,0,0,0,19,0,0,0,0,23,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,22,0,22,0,18,0,7,0,0,0,30,0,0,63,0,0,0,0,22,0,0,2,0,0,0,0,48,0,53,0,0,0,0,0,16,0,18,0,0,20,0,0,0,0,0,0,0,33,0,0,0,0,14,14,0,0,7,0,6,0,0,0,0,30,35,0,0,0,0,0,0,0,0,0,0,38,15,0,0,44,12,0,0,0,0,23,0,30,46,0,18,88,20,0,0,0,28,49,0,0,0,0,0,0,0,4,24,27,0,85,0,0,0,0,0,14,0,0,16,0,0,0,0,0,0,0,0,0,0,27,0,0,46,0,53,53,0,0,43,0,0,0,0,0,0,15,0,0,45,0,0,0,38,0,0,0,0,16,57,0,0,0,0,0,0,0,19,67,0,74,48,0,19,0,15,0,0,0,26,0,0,87,0,18,0,32,0,0,0,0,0,7,0,0,0,0,0,40,0,0,0,4,0,40,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,33,0,0,42,0,0,0,0,0,11,0,0,0,48,0,0,0,0,0,0,0,2,0,12,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,59,0,29,45,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,44,0,82,0,0,59,0,0,0,0,0,0,32,27,0,0,45,26,0,0,29,0,0,20,0,0,51,0,0,0,0,0,0,0,0,0,0,0,82,0
2021-01-10,0,0,20,0,20,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,23,0,0,0,0,0,0,0,0,0,0,5,17,0,41,0,45,19,0,0,19,0,0,0,24,0,89,12,0,32,0,0,9,28,0,26,30,41,15,0,0,0,0,39,0,0,0,0,0,0,0,34,0,0,0,100,0,0,0,0,0,0,0,0,0,0,29,0,0,21,0,0,0,0,73,0,0,23,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,26,0,0,46,0,0,0,0,0,0,31,0,0,0,0,0,0,0,22,0,55,0,14,0,0,0,30,57,0,43,0,0,0,0,23,0,0,0,0,0,99,0,37,0,0,0,0,0,0,0,16,0,25,0,0,37,0,0,0,0,0,0,0,53,0,0,0,0,36,8,18,0,15,23,12,0,0,0,0,8,0,0,0,43,0,0,0,0,0,0,0,32,47,45,0,57,0,0,0,0,0,23,0,0,0,0,36,0,21,0,0,0,0,0,59,0,43,0,0,0,0,4,24,28,0,0,36,0,0,0,0,14,0,3,41,95,0,0,0,0,0,0,0,0,0,0,0,0,12,0,15,0,0,43,0,0,0,0,0,92,0,23,30,0,28,0,19,0,0,0,0,0,0,17,54,0,0,0,0,0,63,0,0,23,0,84,0,0,0,0,22,0,0,0,26,0,0,0,0,63,0,11,0,20,0,0,59,22,0,0,88,0,0,45,0,0,0,0,0,43,0,0,0,75,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,26,0,0,0,33,0,0,0,0,0,0,0,0,24,0,0,0,0,18,0,26,0,49,0,23,0,26,0,0,0,2,0,18,0,0,0,0,0,0,43,0,0,0,35,0,0,0,0,0,68,0,30,0,0,0,0,0,0,0,0,76,0,26,0,45,0,98,1,0,0,0,0,0,10,0,0,0,0,0,0,0,35,0,0,0,32,0,0,45,0,0,37,94,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0
2021-01-17,30,0,0,0,30,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,46,0,0,0,0,0,0,21,89,0,0,11,17,0,37,0,0,19,0,0,13,0,0,0,24,0,0,0,0,65,0,0,9,25,0,9,38,0,8,0,0,0,25,0,11,0,0,0,0,0,0,0,35,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,43,31,30,0,20,23,0,0,0,0,0,82,32,0,0,0,0,0,0,17,22,0,0,0,9,0,17,11,0,0,29,37,0,0,0,0,0,0,65,0,0,0,100,0,49,0,0,0,0,0,0,0,17,0,20,0,0,41,0,0,0,0,0,85,0,44,0,0,0,0,29,8,0,33,15,23,30,0,0,0,0,15,0,0,0,0,54,0,0,0,0,0,0,20,16,0,0,46,0,0,0,0,0,0,0,0,0,0,33,0,48,0,0,0,0,51,59,0,0,40,0,0,0,6,0,0,0,0,36,0,0,0,0,0,0,0,25,0,0,50,0,0,0,0,0,0,0,0,0,0,12,0,23,0,0,0,88,0,0,0,0,0,0,39,0,0,34,0,20,0,0,0,0,0,57,16,57,0,0,0,0,0,46,0,10,51,85,81,0,29,59,0,14,0,0,0,26,0,0,0,0,18,22,11,0,0,0,0,0,7,0,0,0,0,0,50,0,0,0,0,0,42,0,0,0,0,0,0,26,0,30,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,6,100,0,0,0,0,47,0,0,0,0,0,5,0,17,0,0,0,0,0,0,43,0,0,0,35,0,0,0,0,0,55,0,60,0,0,0,0,0,0,0,0,68,0,26,0,0,0,66,1,0,0,0,0,0,0,0,0,0,61,0,23,33,30,0,0,0,29,0,0,15,0,0,24,0,0,53,0,0,0,0,0,0,0,45,40,0,0,0,0
2021-01-24,20,0,0,0,20,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,35,0,0,0,0,0,0,43,0,0,0,9,0,0,52,31,46,0,0,0,10,0,0,0,12,0,0,13,93,33,0,0,45,25,0,0,100,42,6,0,0,0,0,0,0,0,0,0,0,0,95,0,36,0,0,0,20,0,0,87,0,0,0,0,0,92,0,0,0,0,0,0,0,26,19,0,0,24,0,0,0,0,0,9,0,0,0,0,0,0,0,22,0,24,0,0,0,0,0,0,0,2,0,0,0,0,0,65,0,0,53,0,16,37,0,20,0,0,8,0,0,0,54,0,0,0,29,0,0,0,0,0,0,0,0,100,0,0,98,0,86,0,0,34,0,21,0,0,25,0,0,0,0,0,0,0,35,0,0,0,0,30,6,19,0,16,23,31,0,0,0,0,39,18,0,0,22,0,0,0,0,0,0,0,40,64,0,0,45,39,0,0,0,0,0,0,0,0,0,20,0,18,0,0,0,0,0,30,0,0,40,0,0,0,9,0,0,0,0,0,0,47,0,0,0,0,0,17,0,0,0,0,44,0,0,0,0,51,14,0,0,0,0,8,55,0,0,0,36,0,0,0,0,0,24,0,0,29,0,20,0,20,0,0,0,0,26,55,0,0,0,0,0,28,0,41,80,0,66,0,0,60,0,18,0,0,0,54,0,0,0,46,29,0,11,0,0,0,0,0,7,0,0,0,0,0,55,0,0,0,9,0,37,0,38,0,0,0,0,0,0,30,0,0,0,14,0,0,0,0,0,0,16,0,0,0,34,0,0,0,0,0,96,0,45,8,0,0,0,0,24,0,27,0,0,0,72,0,0,0,0,0,5,0,17,0,0,0,0,0,48,0,0,0,0,0,6,0,0,0,0,69,61,0,48,0,0,0,0,0,0,88,61,0,0,0,46,0,0,1,0,0,0,0,0,62,0,0,0,0,0,23,67,21,0,0,0,32,0,0,15,0,0,21,97,0,0,26,46,0,0,0,70,0,0,0,0,0,0,0
2021-01-31,16,17,43,0,10,14,35,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,39,0,0,0,60,0,0,0,0,0,0,0,93,49,47,8,0,0,42,0,94,0,0,86,2,0,0,0,12,0,0,0,0,85,0,0,19,22,0,9,71,43,6,75,0,0,0,41,24,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,97,18,56,0,0,0,0,0,35,0,32,25,0,42,24,0,0,0,0,0,86,0,29,0,0,66,0,24,0,70,0,38,0,13,0,0,11,0,0,0,42,0,0,0,0,0,0,0,0,31,0,0,0,64,0,0,0,0,0,0,0,35,0,17,0,0,30,0,0,0,0,0,0,0,47,0,0,0,0,61,7,19,34,8,0,25,0,0,0,0,64,0,0,0,67,57,0,0,0,0,0,91,34,16,0,0,44,40,0,0,0,0,0,0,0,49,0,36,0,22,0,0,0,0,53,62,0,0,41,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,26,100,18,0,0,0,0,43,0,0,0,15,0,0,25,0,16,57,53,0,0,0,0,0,0,0,0,8,63,0,33,0,20,0,0,0,0,0,0,26,29,0,0,0,0,0,57,0,31,43,0,84,0,0,0,0,29,0,0,20,0,100,0,0,0,28,0,12,0,0,0,0,62,23,0,0,0,0,0,62,31,0,0,5,0,32,0,0,0,0,0,0,27,0,31,0,0,0,0,0,0,0,36,0,0,38,44,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,25,43,0,56,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,45,94,93,0,0,0,0,0,0,58,49,32,0,0,0,0,0,0,0,63,0,61,0,27,0,0,0,0,1,0,47,88,0,0,21,0,0,0,0,0,0,0,41,0,0,0,31,0,0,16,0,0,14,0,0,0,0,0,0,0,0,0,50,0,21,0,0,0,90
2021-02-07,11,0,66,0,11,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,37,0,0,0,0,100,0,0,0,0,0,16,36,0,40,0,0,0,0,0,7,0,0,0,0,0,0,0,0,52,0,0,19,49,0,0,49,45,4,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,21,24,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,51,0,0,0,0,0,14,0,0,33,0,0,0,0,23,34,29,0,0,13,0,0,0,0,0,0,100,61,0,0,0,0,0,19,24,0,20,0,8,0,0,11,0,0,0,53,0,0,0,0,100,0,0,0,32,0,0,0,26,0,0,0,0,0,0,0,0,0,16,0,0,22,0,0,98,0,30,0,0,44,0,0,0,0,47,7,0,35,8,0,45,0,0,0,0,33,0,0,0,46,0,0,0,0,0,0,0,28,17,0,0,51,28,0,0,0,0,0,0,99,0,0,18,0,16,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,39,0,0,0,0,0,0,4,26,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,8,0,0,0,0,19,0,0,0,0,0,100,0,0,47,0,0,0,0,0,0,0,0,14,33,0,0,0,100,0,39,0,32,64,46,82,0,0,0,0,15,0,0,0,28,0,0,0,0,45,0,12,0,22,0,0,0,12,0,48,0,0,0,59,32,0,0,5,0,25,0,0,0,0,0,0,28,0,0,0,0,0,15,0,0,0,37,48,0,11,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,51,0,0,0,0,0,76,0,0,0,0,0,2,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,33,0,66,0,0,0,49,0,0,1,0,0,0,0,0,11,0,0,0,0,0,49,36,31,0,0,0,34,0,53,49,0,0,11,0,0,0,28,49,0,0,0,37,0,0,0,0,0,0,0
2021-02-14,11,0,0,0,11,44,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,24,0,0,100,24,0,0,0,0,0,0,0,0,0,0,26,0,0,43,0,48,0,0,0,8,0,0,0,38,0,0,0,0,26,0,0,0,26,0,9,16,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,24,0,0,0,100,0,28,0,0,31,0,0,0,0,24,0,0,20,0,0,0,48,0,0,0,0,13,0,0,0,0,0,0,36,23,33,22,0,0,25,0,0,0,48,2,0,0,0,0,0,0,0,0,0,24,0,59,0,9,0,0,17,0,0,0,26,0,0,0,0,0,50,69,0,32,0,0,0,26,100,0,0,0,0,0,0,71,0,24,0,0,53,0,0,0,0,0,0,0,33,0,0,0,0,15,7,0,35,8,0,0,0,0,0,0,49,0,0,0,92,0,0,0,0,0,0,0,35,34,0,0,41,55,0,0,0,0,0,0,0,0,0,29,0,22,42,0,0,0,54,95,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,19,53,0,0,0,0,0,0,0,0,0,0,13,0,17,0,0,0,0,0,0,55,49,0,0,50,0,0,53,0,21,0,21,0,0,0,0,14,38,0,97,0,0,0,19,0,11,54,45,79,0,0,21,0,18,0,0,21,0,0,0,0,0,23,0,0,0,0,0,0,0,4,0,0,0,58,0,39,32,0,0,0,0,31,0,20,0,0,0,54,0,0,0,0,0,0,0,0,0,0,37,0,0,11,0,0,0,0,0,0,0,0,36,50,0,0,26,0,0,0,0,44,0,28,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,56,0,32,0,0,0,0,0,0,0,0,55,0,28,0,0,0,0,3,0,48,0,0,0,43,0,0,0,0,0,0,0,19,0,0,0,47,0,0,0,0,0,22,0,0,28,41,0,0,0,0,0,0,0,0,0,40,0,0
